Comuna;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Recoleta;Casa;3;1;No;146;83;3923;113000000;Recoleta, Av. El Salto/Doctor Ostomol;Aleida Lama Propiedades;Aleida Lama Propiedades
Recoleta;Casa;5;3;8;760;176;14756;425000000;Recoleta, México;Guillermo Bravo Zarate;Guillermo Bravo Zarate
Recoleta;Casa;1;1;No;240;85;3472;100000000;Recoleta, Santa Ana/Los Zapadores;Aleida Lama Propiedades;Aleida Lama Propiedades
Recoleta;Casa;5;2;;220;220;2778;80000000;Recoleta, Avenida Valdivieso;Alessandro Matteucci Cajas;Alessandro Matteucci Cajas
Recoleta;Casa;5;3;No;558;228;12300;354240000;Recoleta, Av recoleta/av. Einstein;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;Casa;3;1;;;;3819;110000000;Recoleta, Einstein;Veronica Villa;Vende Dueño/a
Recoleta;Casa;3;1;No;250;100;2430;70000000;Recoleta, Casa de 1 Piso en Las Brisas;Corretajes Prosal Ltda.;Corretajes Prosal
Recoleta;Casa;3;2;No;162;122;4166;120000000;Recoleta, Metro Zapadores/Leoncio Villablanca;Evaristo Lillo;Evaristo Lillo
Recoleta;Casa;4;3;8;348;348;10500;302400000;Recoleta, 3 de noviembre;MLC Propiedades;MLC Propiedades
Recoleta;Casa;10;3;No;336;324;9027;260000000;Recoleta, Buenos Aires / Loreto;Cata Brochet Propiedades;Cata Brochet Propiedades
Recoleta;Casa;6;;No;92;361;6946;200044800;Recoleta, Los Estudiantes 181, Recoleta;Vivaqui Propiedades;Vivaqui Propiedades
Recoleta;Casa;7;2;No;760;160;14409;415000000;Recoleta, Av. Mexico/Obispo del Pozo;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;Casa;2;2;1;100;70;2326;67000000;;Jorge Rodriguez;Difusion Propiedades
Recoleta;Casa;4;4;1;208;177;11600;334080000;Recoleta, Ruhue 712;Corredor Pro SpA.;Corredorpro Spa
Recoleta;Casa;7;1;2;180;100;3646;105000000;Recoleta, Lambaré 1165;MLC Propiedades;MLC Propiedades
Recoleta;Casa;2;1;No;220;155;3298;95000000;Recoleta, Recoleta // Poblacion San Marcos/Huachipato / Metro Dorsal;Evaristo Lillo;Evaristo Lillo
Recoleta;Casa;2;1;1;144;80;2778;80000000;Recoleta, Parque Central 272;enrique octavio bobadilla cajales;Vende Dueño/a
Recoleta;Casa;8;3;No;336;324;9374;270000000;Recoleta, Barrio Patronato /Loreto;Schumacher Propiedades;Schumacher Propiedades
Renca;Casa;2;1;1;100;48;2396;69000000;;Jorge Rodriguez;Difusion Propiedades
Renca;Casa;3;1;1;81;67;2048;59000000;Renca, Las Salitreras;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;3;1;1;65;49;1840;53000000;Renca, Combate Naval 1612;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;4;3;2;340;120;7986;230000000;Renca, Marcoleta;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;3;2;No;116;76;2778;80000000;Renca, Casa 2 Pisos en Barrio Los Girasoles;Corretajes Prosal Ltda.;Corretajes Prosal
Renca;Casa;3;2;;384;239;5208;150000000;Renca, Calle seis;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;4;2;1;200;98;2778;80000000;;Jorge Rodriguez;Difusion Propiedades
Renca;Casa;2;2;No;163;90;3194;92000000;Renca, El montijo;Schumacher Propiedades;Schumacher Propiedades
Renca;Casa;4;1;1;180;172;2951;85000000;Renca, Menta 5086;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;4;1;2;166;133;3993;115000000;Renca, Los Ciruelos;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;4;2;;200;120;2951;85000000;Renca, Pje Seis 4737;Gustavo Adolfo Hugo Palma Fuentes;Vende Dueño/a
Renca;Casa;5;2;2;;566;7200;207360000;Renca, José Manuel Balmaceda;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;5;2;;255;150;3360;96768000;Renca, Caupolicán 1224;Maria Leiva;Vende Dueño/a
Renca;Casa;3;2;2;103;55;2951;85000000;Renca, Nicanor Plaza;Macarena Salinas Gormaz;Vende Dueño/a
Renca;Casa;3;2;2;200;98;3125;90000000;;Jorge Rodriguez;Difusion Propiedades
San Bernardo;Casa;5;2;3;170;177;2951;85000000;San Bernardo, Urmeneta 01094;Francisca Abarca;Francisca Abarca
San Bernardo;Casa;3;3;2;180;94;3298;95000000;San Bernardo, Camino Padre Hurtado 17289, CS 70;Guillermo Bravo Zarate;Guillermo Bravo Zarate
San Bernardo;Casa;4;1;No;483;81;2430;70000000;San Bernardo, Casa de 1 piso;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;Casa;3;2;4;450;140;9100;262080000;San Bernardo, Padre Hurtado;Enrique Thuillier;Vende Dueño/a
San Bernardo;Casa;4;2;1;140;90;3107;89500000;San Bernardo, Villa maestranza iii;Jorge Mauro Díaz;Mauro Propiedades
San Bernardo;Casa;2;1;;148;71;2326;67000000;San Bernardo, Pasaje  La Divina Providencia;Francisca Abarca;Francisca Abarca
San Bernardo;Casa;3;1;2;180;115;2048;59000000;San Bernardo, El Quisco 850;Andrea Atenas Aravena;AAA Corredora de Propiedades
San Bernardo;Casa;6;5;2;5000;300;18000;518400000;San Bernardo, Sta Teresa de Tango 2305;Camila Castillo Pinaud;Vende Dueño/a
San Bernardo;Casa;4;3;3;300;140;5069;146000000;;Nicole Cristin von Bernhardi Torres;Vende Dueño/a
San Bernardo;Casa;5;1;No;300;175;5173;149000000;San Bernardo, San Bernardo, Región Metropolitana;Jorge Rodriguez;Difusion Propiedades
San Bernardo;Casa;4;3;2;180;117;3660;105408000;San Bernardo, Pedro Oyarzún 821;Erick Marcelo Villanueva Rojas;Vende Dueño/a
San Bernardo;Casa;3;3;No;160;102;4114;118500000;San Bernardo, Casa en Condominio Santa Filomena de Nos;Armacima LImitada;Armacima Propiedades
San Bernardo;Casa;3;2;4;350;100;6119;176227200;San Bernardo, San Alfonso;Gustavo Alberto Muñoz Palma;G A M P. Propiedades
San Bernardo;Casa;2;;;242;115;5900;169920000;San Bernardo, Covadonga 722;Ayelen Sepulveda Jara;Vende Dueño/a
San Bernardo;Casa;3;3;No;153;95;2951;85000000;San Bernardo, Camino de nos, los morros/av. Portales/autopista central;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Bernardo;Casa;5;5;3;5000;440;17800;512640000;San Bernardo, El Barrancón;Gabriela Mellado V.;Zenpro Propiedades
San Bernardo;Casa;4;2;1;132;120;2778;80000000;San Bernardo, Avenida la Caridad;Francisca Abarca;Francisca Abarca
San Bernardo;Casa;3;2;No;12500;200;67443;1942358400;San Bernardo, Autopiata central/Estacion Nos;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Bernardo;Casa;3;2;No;137;139;5277;152000000;San Bernardo, Nacimiento/Dameyvo;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Bernardo;Casa;6;2;8;290;160;4826;139000000;;Jorge Rodriguez;Difusion Propiedades
San Bernardo;Casa;2;1;No;380;166;3472;100000000;San Bernardo, Propiedad en centro de San Bernardo;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;Casa;2;1;No;194;69;2517;72500000;San Bernardo, Casa de 1 Piso cercana a Estación Metro Tren Freire;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;Casa;3;3;2;250;112;4950;142560000;San Bernardo, Piedemonte;Evelyn Constanza Morales Martínez;Vende Dueño/a
San Bernardo;Casa;5;5;No;5000;490;17800;512640000;San Bernardo, Camino El Barrancón/Avda Calera de Tango CV;Cristian Vial Propiedades;Cristian Vial Propiedades
San Bernardo;Casa;4;3;1;150;85;4444;128000000;San Bernardo, Roberto Paut Calderón 890;Terranovapropiedades;Terranovapropiedades
San Bernardo;Casa;3;2;No;182;78;2430;70000000;San Bernardo, Casa 2 Pisos en Las Palmas de Nos;Corretajes Prosal Ltda.;Corretajes Prosal
San Bernardo;Casa;4;1;2;213;93;4166;120000000;San Bernardo, Maule 269;Juan Pablo Calderón;Vende Dueño/a
San Bernardo;Casa;3;2;3;1835;144;10500;302400000;San Bernardo, Quimahue;Corredor Pro SpA.;Corredorpro Spa
San Bernardo;Casa;4;2;2;190;100;4340;125000000;San Bernardo, avenida diego portales oriente 1588, maestranza;ana maria martinez donoso;Carolina Martinez Propiedades
San Bernardo;Casa;3;3;No;172;92;3800;109440000;San Bernardo, Almirante Rivero/Los Suspiros;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Bernardo;Casa;4;3;4;570;240;12500;360000000;San Bernardo, Maipú & Colón Norte;Enrique Thuillier;Vende Dueño/a
San Bernardo;Casa;4;2;1;133;85;2708;78000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
San Bernardo;Casa;5;4;4;800;230;10300;296640000;San Bernardo, Condominio Lo Herrera, San Bernardo;Paniagua y compañia ltda;Paniagua Gestión Inmobiliaria
San Bernardo;Casa;4;2;2;175;125;3160;91000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
San Bernardo;Casa;2;1;;40;40;1250;36000000;San Bernardo, Volcán Lanín 15044;Erick Marcelo Villanueva Rojas;Vende Dueño/a
San Bernardo;Casa;3;3;No;151;85;3615;104112000;San Bernardo, Camino nos los morros/av portales ote;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Bernardo;Casa;3;3;2;160;117;5132;147800000;San Bernardo, Condominio Cumbres de Nos;Erick Marcelo Villanueva Rojas;Vende Dueño/a
San Bernardo;Casa;4;3;2;181;109;4809;138500000;San Bernardo, Condominio Parque Balmaceda;Contacto Properties&Home;Contacto Properties&Home
San Bernardo;Casa;3;3;No;240;110;5390;155232000;San Bernardo, Padre Hurtado/Los Morros;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Bernardo;Casa;3;2;1;460;125;9374;270000000;San Bernardo, Estación San Bernardo;PAMELA ALEJANDRA PALMA FIGUEROA;Vende Dueño/a
San Bernardo;Casa;3;2;2;170;90;3819;110000000;San Bernardo, Avenida Padre Hurtado;Gerald Enrique Gonzalez Cortes;Vende Dueño/a
San Joaquín;Casa;6;3;;300;230;4166;120000000;San Joaquín, Francisco de Castañeda;Cristián Espinoza F;Tzanis Propiedades
San Joaquín;Casa;4;2;1;225;117;5555;160000000;San Joaquín, villa brasil;Gestión inmobiliaria;Inmobienes.
San Joaquín;Casa;6;2;No;0;162;2986;86000000;San Joaquín, Av departamental/av las industrias;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Joaquín;Casa;5;1;;125;90;2673;77000000;San Joaquín, Juan Griego 5150;fabricio flavio bello lorenzetti;rosario andrade avendaño
San Joaquín;Casa;3;1;;100;80;4166;120000000;San Joaquín, Gluck;Novavista;Vivirpropiedades.cl
San Joaquín;Casa;5;2;1;220;138;7222;208000000;San Joaquín, Liszt;Novavista;Vivirpropiedades.cl
San Joaquín;Casa;5;1;;200;150;3472;100000000;San Joaquín, Artemio Gutiérrez 2453;sebastian ignacio abrigo miranda;Vende Dueño/a
San Joaquín;Casa;4;2;No;500;139;7118;205000000;San Joaquín, Salesianos/Avda. Las Industrias;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
San Joaquín;Casa;4;2;No;200;164;5208;150000000;San Joaquín, Av. Haydn 5940;María Fernanda;Invierte Propiedades
San Joaquín;Casa;5;3;No;350;160;8506;245000000;San Joaquín, Vicuña mackenna/isabel riquelme;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Joaquín;Casa;3;1;;86;57;1890;54432000;San Joaquín, Las Melosas;cristian andres burgos fuentes;Vende Dueño/a
San Joaquín;Casa;5;2;5;320;150;9900;285120000;San Joaquín, Sierra Bella 2500;Eliana  Carmona;Vende Dueño/a
San Joaquín;Casa;4;2;No;129;80;3680;106000000;San Joaquín, Alcalde Pedro Alarcón/Av. Carlos Valdovinos/Vicuña Mackenna;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Joaquín;Casa;6;2;No;600;360;15200;437760000;San Joaquín, Metro Rodrigo de Araya // Vicuña Mackenna/Juan Sebastian Bach // Jose Ananias;Evaristo Lillo;Evaristo Lillo
San José de Maipo;Casa;4;3;No;9358;122;3298;95000000;San José de Maipo, El Ingenio/Cajón del Maipo;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
San José de Maipo;Casa;3;1;6;30000;200;4409;127000000;San José de Maipo, Camino A Lagunillas;De La Barrera Propiedades;De La Barrera Propiedades
San José de Maipo;Casa;4;4;10;496;84;4097;118000000;;Daniela Parrau Vargas;Vende Dueño/a
San Miguel;Casa;4;3;3;276;170;10416;300000000;;Gescor Propiedades;Gescor Propiedades
San Miguel;Casa;8;3;1;530;253;8680;250000000;San Miguel, Departamental/León Prado/Gran Avenida;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Miguel;Casa;5;3;No;320;242;5555;160000000;San Miguel, Gran Avenida/Varas Mena;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;Casa;4;2;2;300;200;4857;139900000;San Miguel, Sta Adela 5250;Francisco Lopez;Vivienda Integral
San Miguel;Casa;4;3;3;420;156;12152;350000000;San Miguel, El Peral 5301;Corredor Pro SpA.;Corredorpro Spa
San Miguel;Casa;4;2;No;330;160;10069;290000000;San Miguel, José Joaquín Prieto/Avda. La Marina;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
San Miguel;Casa;4;3;No;112;92;5156;148500000;San Miguel, San Nicolas/Teodoro Smigh;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;Casa;4;2;No;250;109;6770;195000000;San Miguel, San Ignacio/Barros Luco;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;Casa;6;2;No;250;180;8700;250560000;San Miguel, Gran avenida/1ra. Transversal;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Miguel;Casa;;;;551;551;3264;94000000;San Miguel, San Petersburgo;Geraldine Ramirez;Vende Dueño/a
San Miguel;Casa;6;3;No;475;230;27000;777600000;San Miguel, Gran Avenida/Decima Avenida;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;Casa;3;1;3;;;3298;95000000;San Miguel, San Petersburgo 6074;Jorge Ibañez M;Vende Dueño/a
San Miguel;Casa;1;1;No;400;400;5208;150000000;San Miguel, Avenida Lo Ovalle/Sebastopol;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
San Miguel;Casa;3;2;2;245;105;7812;225000000;;Gescor Propiedades;Gescor Propiedades
San Miguel;Casa;3;2;2;245;105;7465;215000000;San Miguel, Cuarta Avenida 1502;Geraldine Macarena Márquez Morales;Vende Dueño/a
San Miguel;Casa;3;2;No;259;143;6000;172800000;San Miguel, Panamericada/San Ignacio;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;Casa;4;2;No;300;130;7638;220000000;San Miguel, Santa albina/departamental;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;Casa;7;3;8;700;500;21162;609465600;San Miguel, San miguel;Juan Montoya;Vende Dueño/a
San Miguel;Casa;3;;;;;20554;592000000;San Miguel, Casa San Miguel, 700 m2;Cima Propiedades;Cima Propiedades
San Miguel;Casa;5;4;2;308;180;10500;302400000;San Miguel, Piramide 1016;CFPropiedades;Cf Propiedades S.P.A
San Miguel;Casa;3;2;3;208;75;3090;89000000;San Miguel, Valenzuela Puelma 2679;Silvana Guillen;Guillen Propiedades
San Miguel;Casa;5;2;No;420;229;10069;290000000;San Miguel, El Cairo/Llico /Piramide;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
San Miguel;Casa;6;2;No;500;200;12777;368000000;San Miguel, Gran avenida/blanco viel. P.F.;Cristian Vial Propiedades;Cristian Vial Propiedades
San Miguel;Casa;4;3;No;348;177;9201;265000000;San Miguel, Leon tolstoi/america;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
San Miguel;Casa;3;2;No;229;111;6770;195000000;San Miguel, Av. Lazo/Carlos Edwards;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;Casa;3;3;2;429;148;11500;331200000;San Miguel, Enrique Matte 1561;Geraldine Macarena Márquez Morales;Vende Dueño/a
San Miguel;Casa;6;3;5;554;240;12700;365760000;San Miguel, San Nicolás;Cristián Espinoza F;Tzanis Propiedades
San Miguel;Casa;3;2;;;;9722;280000000;San Miguel, Casa San Miguel, santiago;Cima Propiedades;Cima Propiedades
San Miguel;Casa;7;3;No;202;200;9027;260000000;San Miguel, Tannenbaum/petersburgo;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
San Miguel;Casa;6;3;No;399;136;13194;380000000;San Miguel, San Francisco/Llico;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Miguel;Casa;3;3;2;240;240;8680;250000000;San Miguel, Avenida Departamental;Breekit Real Estate SPA;Breekit Real Estate SPA
San Miguel;Casa;4;2;No;300;124;7465;215000000;San Miguel, Tristán Matta/Departamental;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
San Miguel;Casa;3;2;;429;201;8680;250000000;San Miguel, Chiloé 3963;Corretajes Prosal Ltda.;Corretajes Prosal
San Miguel;Casa;3;1;No;149;90;3403;98000000;San Miguel, Av. J.J. Prieto, Departamental;Schumacher Propiedades;Schumacher Propiedades
San Miguel;Casa;6;3;No;530;212;9895;285000000;San Miguel, Gaus/carlos edwards;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;Casa;3;1;No;200;80;6200;178560000;San Miguel, Gran Avenida/Carlo W. Marrtinez;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
San Miguel;Casa;4;2;No;400;120;11458;330000000;San Miguel, Gran avenida/departamental;Mauricio Pino Propiedades;Mauricio Pino Propiedades
San Miguel;Casa;3;1;2;540;180;12603;363000000;;Daniela Parrau Vargas;Vende Dueño/a
San Ramón;Casa;3;1;1;140;68;3125;90000000;San Ramón, Cuatro Pte 7717;fabricio flavio bello lorenzetti;rosario andrade avendaño
San Ramón;Casa;3;1;4;230;80;2639;76000000;San Ramón, Antártica Chilena 1703;ricardo andres valenzuela parra;Vende Dueño/a
San Ramón;Casa;4;1;2;115;48;2778;80000000;San Ramón, pasaje  Yungay   San Ramón;Erika Gálvez Espinoza;Vende Dueño/a
San Ramón;Casa;2;1;;180;40;1632;47000000;San Ramón, Ismael Tocornal 8473;Eriko;Vende Dueño/a
San Ramón;Casa;2;1;2;117;90;2430;70000000;San Ramón, Siete Sur 1822;Corredor Pro SpA.;Corredorpro Spa
Santiago;Casa;3;3;2;435;260;12350;355680000;Santiago, Av. Eliécer parada , simon bolivar;veronica insua;Vende Dueño/a
Santiago;Casa;;;No;708;708;14160;407808000;Santiago, Cuevas / Rogelio Ugarte;Schumacher Propiedades;Schumacher Propiedades
Santiago;Casa;5;2;No;544;871;29920;861696000;Santiago, Lord Cochrane - Plaza Almagro/Santa Isabel - Santiago;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
Santiago;Casa;4;3;1;;;5208;150000000;Santiago, Protective Children;Natalia Arenas Cabezas;Natalia Arenas
Santiago;Casa;5;3;No;351;233;26500;763200000;Santiago, Carmen/San Isidro;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Santiago;Casa;4;4;2;345;120;6350;182880000;Santiago, Transversal Uno;Cristián Espinoza F;Tzanis Propiedades
Santiago;Casa;6;7;No;360;127;9722;280000000;Santiago, Arturo prat/victoria;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Santiago;Casa;4;2;2;;;2951;85000000;Santiago, Los Flamencos 493;mauricio perez;Vende Dueño/a
Santiago;Casa;14;10;1;500;650;13888;400000000;Santiago, Av. Brasil/Baquedano;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
Santiago;Casa;5;4;4;700;220;21000;604800000;Santiago, Camino del Yunque;Maccarena Aparicio;Vende Dueño/a
Santiago;Casa;6;4;;;;21873;630000000;Santiago, Casa amplios jardines;Cima Propiedades;Cima Propiedades
Santiago;Casa;9;1;;374;280;11600;334080000;Santiago, Chiloé 1816;Alejandra riveros;Vende Dueño/a
Santiago;Casa;3;2;7;780;103;9027;260000000;Santiago, Enrique Olivares , La Florida, Chile;Geraldine Ramirez;Vende Dueño/a
Santiago;Casa;1;;No;400;335;10416;300000000;Santiago, Santiago concha/carmen;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Santiago;Casa;8;3;No;336;324;9374;270000000;Santiago, Barrio Patronato /Loreto;Schumacher Propiedades;Schumacher Propiedades
Santiago;Casa;;;No;817;998;44717;1287849600;Santiago, Av Repùblica/Toesca;Claudia Lespinasse;Norbert Lui Propiedades
Santiago;Casa;3;4;3;500;145;7580;218304000;Santiago, Los mañios;Cristián Espinoza F;Tzanis Propiedades
Santiago;Casa;8;3;4;360;190;6944;200000000;Santiago, Av. Einstein 715;alvaro francisco moran vasquez;Vende Dueño/a
Santiago;Casa;5;3;No;566;201;16986;489196800;Santiago, Rondizzoni/Pedro Lagos;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
Santiago;Casa;10;5;No;579;327;22568;650000000;Santiago, Club hipico / blanco encalada/republica  / barrio universitario;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Santiago;Casa;4;4;3;413;212;13900;400320000;Santiago, Carlos Silva Vildósola;Sandra Franjola;Propiedades Sfc
Santiago;Casa;4;2;4;342;150;9722;280000000;Santiago, Carmela de Ramírez;julio barrientos;Vende Dueño/a
Santiago;Casa;3;2;2;363;114;5690;163872000;Santiago, Condominio Las Brisas Norte Chicureo;Carlos Alberto Miranda Cornejo;Lodge Propiedades Spa
Santiago;Casa;3;2;2;500;110;5680;163584000;Santiago, Club house ayres de chicureo;Raul Colarte;Vende Dueño/a
Santiago;Casa;3;1;2;;;2257;65000000;Santiago, Los Ñandúes;Erika Gálvez Espinoza;Vende Dueño/a
Santiago;Casa;;;No;0;129;8000;230400000;Santiago, Metro Quinta Normal Moneda / Herrera;María Fernanda;Invierte Propiedades
Santiago;Casa;3;1;4;425;140;13888;400000000;Santiago, Parque Brasil;Fabiola Soto;Vende Dueño/a
Santiago;Casa;6;5;8;5200;280;10069;290000000;;marta parra torres;Vende Dueño/a
Santiago;Casa;3;1;5;596;90;2951;85000000;Santiago, La trilla;Javiera Lopez;Vende Dueño/a
Santiago;Casa;4;2;2;419;140;7986;230000000;Santiago, Antonio Maceo 3156;María Eugenia Huerta Marín;Vende Dueño/a
Santiago;Casa;5;4;8;430;200;10147;292233600;Santiago, Balmaceda;Gestión inmobiliaria;Inmobienes.
Santiago;Casa;8;6;8;5005;407;17900;515520000;Santiago, Condominio chicureo III;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Santiago;Casa;4;1;1;;;1910;55000000;Santiago, Calle Tres 9364;Jonathan leonardo navarrete ibañez;Vende Dueño/a
Santiago;Casa;7;2;No;341;321;10763;310000000;Santiago, Santa Elvira/Sierra Bella;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Santiago;Casa;10;10;No;400;300;7986;230000000;Santiago, Ñuble/General Gana;RED Gestión Propiedades;Red Gestión Propiedades
Santiago;Casa;4;2;3;346;121;9800;282240000;Santiago, Alcalde Jorge Monckeberg/Avda Grecia;BLADEN MELLADO ROJAS;Vende Dueño/a
Santiago;Casa;4;1;;;;3298;95000000;Santiago, Los Tulipanes 2053;Veronica Villa;Vende Dueño/a
Santiago;Casa;4;3;3;3812;274;16666;480000000;Santiago, El arrayan;Work Inmobiliario;Vende Dueño/a
Santiago;Casa;3;2;No;340;200;6944;200000000;Santiago, General Gana, Santiago Concha;Schumacher Propiedades;Schumacher Propiedades
Santiago;Casa;4;4;4;937;314;20800;599040000;Santiago, Camino El Huinganal;Michel Berkhoff;Berkhoff propiedades
Santiago;Casa;7;3;No;510;382;9548;275000000;Santiago, Huerfanos/Ricardo Cumming;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Santiago;Casa;3;2;2;600;241;22900;659520000;Santiago, Bustos;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Santiago;Casa;4;2;2;350;89;6076;175000000;Santiago, Calle seis;Macarena Salinas Gormaz;Vende Dueño/a
Santiago;Casa;;;;;440;21450;617760000;Santiago, Cueto;MARCO ANTONIO MORELLI RODRIGUEZ;Marco Morelli
Santiago;Casa;5;4;3;350;140;13000;374400000;Santiago, Veintitrés de Febrero;PABLO YAÑEZ;Propiedades Ma.Pa
Santiago;Casa;4;1;;376;100;7118;205000000;Santiago, Goycolea;Francisca Abarca;Francisca Abarca
Santiago;Casa;5;5;4;5000;486;17900;515520000;Santiago, Condominio Algarrobos IV-A;Geraldine Ramirez;Vende Dueño/a
Vitacura;Casa;4;4;No;273;110;15000;432000000;Vitacura, Las Tranqueras/Club Sirio;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Vitacura;Casa;5;4;No;430;330;18990;546912000;Vitacura, Las Hualtatas/Lauca;Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario);Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Vitacura;Casa;5;4;No;280;187;15500;446400000;Vitacura, Colegio aleman-geronimo de alderete;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;6;4;No;198;230;16900;486720000;Vitacura, Las nieves;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;3;2;No;293;70;10520;302976000;Vitacura, Lo Beltrán/Las Tranqueras;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Vitacura;Casa;7;5;No;1400;475;47000;1353600000;Vitacura, Lo arcaya/vitacura;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Vitacura;Casa;5;;No;524;214;28490;820512000;Vitacura, Clínica Alemana;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;4;3;No;370;250;16100;463680000;Vitacura, Benito Juarez / Las Hualtatas / Vitacura;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;3;2;200;160;20500;590400000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
Vitacura;Casa;6;5;No;390;238;25000;720000000;Vitacura, Tabancura;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;4;4;No;274;186;15500;446400000;Vitacura, Las tranqueras-vitacura;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;3;2;No;273;115;12800;368640000;Vitacura, Vitacura / Las Hualtatas;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;3;;No;282;140;14500;417600000;Vitacura, Hualtatas/Alderete;Vivaqui Propiedades;Vivaqui Propiedades
Vitacura;Casa;4;4;No;335;209;18000;518400000;Vitacura, Geronimo de alderete-las tranqueras;Cata Brochet Propiedades;Cata Brochet Propiedades
Vitacura;Casa;5;4;No;280;180;15500;446400000;Vitacura, Colegio Aleman-Geronimo de Alderete;Cata Brochet Propiedades;Cata Brochet Propiedades
